id,year,month,location,lat,lon,type,rating,edec,geog.acc,sight.loc,obs.mob,time.period,no.obs,no.thyl,dist
1152,1974,4,Port Huon,-43.14956,146.89641,O,4,OO,Approx,Unkn,Unkn,Day,2,1,Far
1153,1970,NA,Lake Mackenzie Rd,-41.66036,146.36349,O,4,OO,Approx,Road,Driving,Night,1,1,Near
1154,1974,12,Mt King William,-42.21056,146.13011,OI,3,OI,Approx,Bush,Walking,Day,1,1,Near
1155,1974,11,Mackintosh Valley,-41.70866,145.6447,O*,1,OO,Approx,Road,Driving,Unkn,1,1,Unkn
1156,1957,NA,Dip River Falls,-41.03526,145.37679,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
1157,1932,NA,Richardsons Flats,-41.01456,144.71809,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
1158,1914,NA,Dip Marsh,-40.93051,144.72596,C,4,PS,Approx,Bush,Walking,Day,1,1,Near
1159,1922,NA,Salmon River,-41.05065,144.82125,K,5,PS,Approx,Bush,Walking,Day,2,1,Near
1160,1973,10,Swanport River,-42.33235,147.93969,OI,5,OI,Approx,Unkn,Walking,Day,2,1,Near
1161,1973,9,Swanport River,-42.33235,147.93969,O,5,OO,Approx,Unkn,Unkn,Unkn,2,1,Unkn
1162,1960,NA,Talinah Lagoon,-41.88311,146.43274,O,5,OO,Approx,Bush,Walking,Night,1,1,Near
1163,1960,NA,Tam O'Shanter Bay,-41.00994,147.16856,S,4,EO,Approx,Bush,Walking,Day,1,1,Far
1164,1959,NA,Tam O'Shanter Bay,-41.08157,147.09315,S,4,EO,Approx,Bush,Walking,Day,1,1,Near
1165,1969,7,Evandale ,-41.57242,147.26773,O*,2,OO,Approx,Road,Driving,Night,2,1,Near
1168,1971,5,Scottsdale sideling,-41.23224,147.45755,S,4,EO,Approx,Road,Unkn,Day,1,1,Near
1170,1971,3,Lake Leake,-42.03177,147.82867,S,4,EO,Approx,Bush,Walking,Unkn,1,1,Near
1171,1961,1,No location given,NA,NA,O*,1,OO,Unkn,Bush,Driving,Night,1,1,Unkn
1172,1966,6,Maryvale Flat,-41.17791,147.61669,O,3,OO,Approx,Road,Driving,Night,1,1,Near
1173,1969,12,Derwent Bridge,-42.21002,146.10996,S,5,EO,Approx,Road,Driving,Unkn,2,1,Unkn
1174,1972,2,Poatina,-41.76611,146.95068,O,4,OO,Approx,Road,Driving,Night,1,1,Unkn
1175,1964,NA,Myalla,-40.97775,145.57232,O,4,OO,Approx,Bush,Walking,Day,1,1,Far
1176,1963,2,Greenes Creek,-41.33117,144.75059,S,5,EO,Approx,Bush,Walking,Night,3+,1,Far
1177,1963,NA,Tewkesbury,-41.20153,145.74923,S,5,EO,Approx,Road,Driving,Night,1,2,Far
1178,1972,12,Ring River,-41.81655,145.464,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
1179,1972,NA,Zeehan - Hobart Rd,-41.99068,145.49149,O*,3,OO,Approx,Road,Driving,Day,2,1,Near
1180,1962,NA,Belvoir River,-41.66353,145.82214,OI,3,OI,Approx,Bush,Walking,Night,1,2,Far
1181,1969,NA,Bridport,-41.0223,147.37281,O,3,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1182,1970,4,Stone Bridge,-41.52302,147.06873,C*,5,OO,Approx,Bush,Walking,Day,2,1,Near
1183,1967,6,Prossers Forest,-41.37112,147.22779,O,4,OO,Approx,Road,Driving,Day,2,1,Near
1184,1967,NA,Mt Lyne,-42.33002,145.81995,O*,1,OO,Approx,Bush,Walking,Day,1,1,Unkn
1185,1970,NA,Blumont,-41.14497,147.41365,O*,2,OO,Approx,Unkn,Walking,Day,3+,1,Unkn
1187,1963,NA,St Marys,-41.57857,148.16415,O*,1,OO,Approx,Bush,Walking,Night,2,3+,Unkn
1189,1960,NA,Fingal,-41.63835,147.96964,O,4,OO,Approx,Bush,Driving,Night,1,1,Unkn
1190,1968,NA,Moulting Lagoon,-42.02518,148.22747,O,4,OO,Approx,Road,Unkn,Unkn,1,1,Unkn
1191,1970,NA,Turners Marsh,-41.3285,147.13992,O,3,OO,Approx,Road,Driving,Night,1,1,Near
1192,1969,NA,Roses Tier,-41.47473,147.64568,O*,3,OO,Approx,Road,Driving,Night,1,1,Unkn
1193,1971,NA,The Sideling,-41.25766,147.43029,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1194,1972,1,The Sideling,-41.25766,147.43029,O*,2,OO,Approx,Road,Driving,Unkn,1,1,Near
1195,1972,1,The Sideling,-41.25766,147.43029,O*,2,OO,Approx,Road,Driving,Unkn,1,1,Near
1196,1960,NA,Diddleum Plains,-41.32946,147.44243,O*,3,OO,Approx,Unkn,Unkn,Unkn,2,1,Unkn
1197,1970,NA,Butchers Creek,-41.3138,147.21119,O*,1,OO,Approx,Bush,Walking,Night,1,1,Near
1198,1963,NA,Derby,-41.14608,147.80167,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1199,1968,NA,The Sideling,-41.25766,147.43029,O*,3,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1200,1965,NA,Rushy Lagoon,-40.85881,148.01617,O*,3,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1201,1955,NA,Brid River,-41.03204,147.36115,C*,4,EO,Approx,Bush,Walking,Day,1,2,Near
1202,1962,NA,Tongannah,-41.1735,147.61813,O,4,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1203,1972,1,Fingal,-41.57701,147.9864,O,3,OO,Approx,Road,Driving,Night,2,1,Near
1204,1972,1,The Sideling,-41.25766,147.43029,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1205,1969,NA,Weldborough Pass,-41.2166,147.9384,O,4,OO,Approx,Road,Driving,Night,1,1,Near
1206,1961,NA,Nunamara,-41.37068,147.29875,O*,2,OO,Approx,Bush,Walking,Day,1,1,Near
1207,1970,12,Ansons Bay,-41.06226,148.24121,O*,2,OO,Approx,Road,Driving,Day,1,1,Near
1208,1953,NA,Blue Tier,-41.17977,148.00348,S,5,EO,Approx,Bush,Walking,Unkn,1,3+,Unkn
1209,1954,NA,Blue Tier,-41.20052,148.00412,C*,5,EO,Approx,Bush,Walking,Unkn,1,1,Near
1210,1952,NA,North George River,-41.26372,147.94938,S,5,EO,Approx,Unkn,Unkn,Unkn,Unkn,3+,Unkn
1211,1952,NA,Mt Young,-41.36004,147.95003,S,5,EO,Approx,Unkn,Unkn,Unkn,Unkn,3+,Unkn
1212,1971,NA,Roses Tier,-41.47473,147.64568,O*,2,OO,Approx,Unkn,Unkn,Unkn,3+,3+,Unkn
1213,1962,NA,Moorina Hill,-41.13535,147.85702,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1214,1963,NA,Lefroy,-41.09991,146.98876,S,3,EO,Approx,Unkn,Unkn,Unkn,3+,1,Unkn
1215,1971,NA,Lottah,-41.24395,148.01858,O*,1,OO,Approx,Unkn,Unkn,Night,1,1,Unkn
1216,1948,NA,St Columba Falls Rd,-41.29897,147.95879,S,5,EO,Approx,Bush,Unkn,Unkn,1,1,Far
1217,1937,NA,Scotts Peak,-42.97634,146.24438,S,5,EO,Approx,Bush,Walking,Unkn,2,1,Unkn
1218,1964,NA,Mt Arthur,-41.27441,147.27944,S,3,EO,Approx,Road,Unkn,Unkn,1,3+,Unkn
1219,1971,10,Bracknell,-41.64844,146.8873,O,3,OO,Approx,Road,Driving,Night,3+,1,Near
1220,1961,NA,Eldon Bluff,-41.97247,145.82102,O*I,2,OI,Approx,Bush,Unkn,Unkn,2,2,Far
1221,1960,NA,Walls of Jerusalem,-41.90178,146.25172,O,3,OO,Approx,Bush,Unkn,Unkn,1,1,Unkn
1222,1970,NA,Woolnorth,-40.71422,144.73783,O*,3,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1223,1940,NA,Tullah,-41.73967,145.61492,S,5,EO,Approx,Bush,Walking,Night,1,3+,Unkn
1224,1925,NA,Browns Mt,-41.58917,145.93437,C*,5,EO,Approx,Bush,Walking,Day,1,3+,Near
1226,1971,NA,Broadmeadows,-40.87567,145.06334,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
1227,1971,3,Christmas Hills,-40.90123,145.01607,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
1228,1971,4,Brittons Swamp,-40.90522,144.97618,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
1229,1972,5,Arthur River,-41.0614,144.73982,O*I,2,OI,Approx,Bush,Walking,Unkn,2,1,Near
1230,1964,NA,Mawbanna,-40.9665,145.35767,O,4,OO,Approx,Road,Driving,Night,Unkn,1,Far
1231,1969,NA,Tolina Lagoon,-41.86965,146.4532,O,3,OO,Approx,Bush,Walking,Night,2,1,Far
1234,1969,NA,Mersey River,-41.76871,146.21636,O*,3,OO,Approx,Bush,Unkn,Day,1,1,Unkn
1236,1970,NA,Logan Road,-41.53416,147.34625,O*,2,OO,Approx,Road,Driving,Day,2,1,Near
1237,1916,NA,Balfour,-41.26365,144.88296,S,5,EO,Approx,Bush,Walking,Unkn,1,3+,Unkn
1238,1968,NA,Nineteen Mile Creek,-41.46528,145.2682,OI,3,OI,Approx,Bush,Walking,Day,2,1,Near
1239,1971,NA,Luina,-41.48818,145.47239,O,4,OO,Approx,Road,Driving,Day,1,1,Near
1241,1972,8,Mawbanna,-40.9665,145.35767,S,5,EO,Approx,Road,Unkn,Day,3+,1,Far
1242,1972,5,Evandale ,-41.57742,147.27101,O,4,OO,Approx,Road,Driving,Night,1,1,Near
1244,1968,NA,Coles Bay,-41.99344,148.24925,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
1245,1970,NA,Lake St Clair,-42.11671,146.17776,S,4,EO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1247,1972,7,Union Bridge,-41.4857,146.34952,O*,1,OO,Approx,Road,Driving,Day,1,1,Near
1248,1966,NA,Mt Roland,-41.46231,146.26685,O*,1,OO,Approx,Bush,Walking,Day,1,1,Near
1249,1967,NA,Mt Cattley,-41.50437,145.8446,O,4,OO,Approx,Road,Driving,Day,1,1,Near
1250,1966,NA,Great Lake,-41.98078,146.72157,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Near
1253,1961,NA,Bridport,-41.02988,147.22921,O*,2,OO,Approx,Unkn,Unkn,Day,Unkn,1,Unkn
1254,1973,NA,Arthur River,-41.00797,144.66825,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1255,1973,1,Bass Hwy,-40.93856,144.7624,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1256,2016,6,Gog Road,-41.49672,146.3888,O,4,OO,Approx,Road,Driving,Night,1,1,Near
1257,2011,3,Queenstown-Strahan Rd,-42.15579,145.44573,O,4,OO,Approx,Road,Driving,Day,1,1,Near
1259,2010,5,Cradle Mtn Road,-41.59367,145.92968,O,4,OO,Approx,Road,Driving,Night,2,1,Near
1261,2006,3,Harcus River Road,-40.86662,144.7414,O,4,OO,Approx,Road,Driving,Day,2,1,Near
1262,2006,6,Lyell Highway,-42.18522,145.93916,O*,1,OO,Approx,Road,Driving,Day,2,1,Near
1263,2005,2,West Point State Reserve,-40.9374,144.63708,O*,1,OO,Precise,Road,Driving,Night,2,1,Near
1264,2005,6,Bronte,-42.16919,146.48887,O*,1,OO,Approx,Road,Driving,Day,3+,1,Near
1265,2005,3,Hibbs Lagoon,-42.45774,145.36283,O*,1,OO,Approx,Bush,Walking,Day,2,1,Far
1266,2004,2,Lake Leake Highway,-42.03177,147.82867,O*,2,OO,Approx,Road,Driving,Night,2,1,Near
1267,2004,11,Zeehan,-41.80887,145.27745,O,4,OO,Approx,Road,Driving,Day,1,1,Near
1268,2004,10,Queenstown-Strahan Rd,-42.15579,145.44573,O,3,OO,Approx,Road,Driving,Night,1,1,Far
1270,2002,9,Ansons Bay,-41.06226,148.24121,O*,2,OO,Approx,Road,Driving,Day,2,1,Far
1271,2003,6,Pass Rd,-42.86921,147.425,O*,2,OO,Approx,Road,Driving,Night,2,1,Near
1273,2002,4,Western Explorer Road,-41.56969,145.09203,O,5,OO,Precise,Road,Driving,Day,2,1,Far
1274,2002,6,Brid River,-41.08234,147.39698,O*,1,OO,Precise,Bush,Walking,Day,1,1,Near
1276,2001,9,The Sidling,-41.25766,147.43029,O*,1,OO,Approx,Road,Driving,Night,1,1,Near
1280,1992,11,Laughing Jack Marsh,-42.22124,146.36784,O,5,OO,Approx,Bush,Walking,Day,1,3+,Near
1282,2000,5,Cradle Link Rd,-41.58917,145.93437,O,4,OO,Approx,Road,Driving,Night,1,1,Near
1283,1999,11,Lake Rowallan,-41.78419,146.19964,O*I,2,OI,Approx,Bush,Walking,Night,1,2,Far
1285,1999,12,Pyngana Bridge,-41.27108,147.97019,O,5,OO,Approx,Road,Driving,Day,2,1,Near
1286,1992,1,Mt Arthur,-41.27441,147.27944,S,4,EO,Approx,Bush,Walking,Night,1,1,Near
1287,1992,1,Mt Arthur,-41.27441,147.27944,S,4,EO,Approx,Bush,Walking,Night,1,1,Near
1288,1992,6,Lone Star Ridge Road,-41.24017,147.29479,O*I,2,OI,Approx,Bush,Walking,Night,1,2,Far
1291,1998,10,Howards Road Prospect,-41.91452,145.507,O*,1,OO,Approx,Road,Driving,Day,2,1,Near
1294,1997,8,Blythe Road,-41.36204,145.84716,S,5,EO,Approx,Road,Driving,Night,1,1,Near
1297,1997,4,Hadspen,-41.51286,147.09511,O*,1,OO,Approx,Road,Driving,Day,2,1,Near
1298,1996,10,Mt Hobbs,-42.49328,147.58698,O,4,OO,Approx,Bush,Walking,Day,2,2,Near
1299,1996,NA,Mt Hobbs,-42.49328,147.58698,O,4,OO,Approx,Road,Driving,Unkn,2,1,Near
1301,1997,4,Tarkine Road,-40.95513,144.84917,O*,1,OO,Approx,Road,Driving,Day,2,1,Near
1302,1997,4,Penguin,-41.12964,146.06533,O,4,OO,Approx,Road,Driving,Night,2,1,Near
1303,1996,3,Mt Field,-42.68553,146.59338,O*,3,OO,Approx,Road,Driving,Day,1,1,Near
1305,1996,3,Mole Creek,-41.55654,146.40325,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
1307,1995,12,Strathgordon,-42.7831,146.03225,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
1308,1996,9,Woodsdale,-42.48153,147.57644,O,4,OO,Approx,Bush,Walking,Day,2,1,Near
1309,1996,NA,Levendale,-42.53266,147.56643,O,4,OO,Approx,Bush,Walking,Day,2,2,Near
1310,1996,10,Gordon River,-42.44824,145.58381,O,4,OO,Precise,Bush,Driving,Day,3+,1,Far
1311,1996,7,Mt Black,-41.75318,145.56033,O,2,OO,Approx,Road,Driving,Day,1,1,Near
1312,1989,4,Edgar Dam,-43.02933,146.35015,O,4,OO,Approx,Bush,Walking,Night,2,1,Near
1313,1990,NA,Beulah,-41.45089,146.37843,O,4,OO,Approx,Road,Driving,Day,2,1,Near
1316,1995,4,Lyell Highway,-42.16279,145.92755,O,4,OO,Approx,Road,Driving,Night,2,1,Far
1317,1995,2,Cethana,-41.47281,146.09481,S,4,EO,Approx,Road,Driving,Night,2,1,Far
1318,1995,2,Dove Canyon Track,-41.59448,145.94132,O*,2,OO,Approx,Bush,Walking,Day,1,1,Near
1320,1995,11,Epping,-41.763,147.35373,O,3,OO,Approx,Road,Driving,Night,1,1,Near
1321,1995,10,Heemskirk Road ,-41.73077,145.1022,O,4,OO,Precise,Road,Driving,Night,1,1,Near
1322,1995,5,Welcome Swamp,-40.95095,144.80529,O*,1,OO,Approx,Road,Driving,Day,1,1,Near
1324,1993,NA,Cradle Mtn Road,-41.58917,145.93437,O,3,OO,Approx,Road,Driving,Night,3+,2,Near
1325,1995,9,Stanmore Hill,-43.30501,147.04195,O*I,2,OI,Approx,Bush,Walking,Night,1,2,Near
1326,1995,NA,Heazlewood River,-41.44257,145.34714,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
1327,1994,3,Christmas Hills,-40.8694,145.07227,O,5,OO,Precise,Bush,Walking,Day,1,1,Near
1328,1994,9,Greens Beach,-41.09441,146.7481,O,4,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1329,1994,2,Queenstown-Strahan Rd,-42.15579,145.44573,O,4,OO,Approx,Road,Driving,Day,2,1,Near
1330,2018,2,King William Saddle,-42.21083,146.11434,O,4,OO,Approx,Road,Driving,Day,2,1,Near
1333,1993,2,Bella Macargee Creek,-41.22729,146.27382,O,4,OO,Precise,Bush,Walking,Night,1,1,Near
1334,1993,4,Murchison Highway,-42.01794,145.50978,O,4,OO,Approx,Road,Driving,Night,1,1,Near
1335,1992,3,Rubicon Hills,-41.23986,146.56451,O*,3,OO,Precise,Road,Driving,Night,2,1,Far
1336,1992,4,Cethana,-41.48411,146.14795,O*,1,OO,Approx,Road,Driving,Day,1,1,Near
1337,1992,4,Bridegwater,-42.73144,147.23534,O*,1,OO,Approx,Bush,Walking,Night,1,1,Near
1338,1995,3,Mt Victoria Cross,-43.45105,146.66345,O*I,2,OI,Precise,Bush,Walking,Day,3+,1,Near
1339,1993,3,Meadow Bank Dam,-42.63887,146.84298,O,4,OO,Approx,Road,Driving,Night,2,1,Near
1340,1992,12,Forcett,-42.81875,147.6754,O,4,OO,Approx,Road,Driving,Day,2,1,Near
1341,1950,4,Mt Wright,-42.62002,146.3301,S,5,EO,Approx,Bush,Walking,Day,2,3+,Near
1342,1992,8,Coles Bay,-42.07629,148.23494,O,5,OO,Precise,Road,Driving,Night,1,1,Near
1343,1958,NA,Asbestos Range,-41.14004,146.67432,O,3,OO,Approx,Bush,Walking,Night,2,1,Near
1344,1991,11,Forth ,-41.1898,146.2503,O,4,OO,Approx,Bush,Walking,Night,1,1,Near
1346,1991,3,Poatina Road,-41.96586,146.86385,O,4,OO,Approx,Road,Driving,Day,1,1,Far
1347,1991,3,Murdochs Hill,-41.21278,148.06332,O,4,OO,Precise,Road,Driving,Day,2,1,Far
1348,1991,10,Adamson Peak,-43.34965,146.82713,O,4,OO,Approx,Road,Walking,Day,1,1,Far
1349,1992,3,Davisons Pt,-40.65734,144.71204,O,2,OO,Precise,Unkn,Driving,Day,1,1,Far
1350,1991,2,Bishopsbourne,-41.64274,146.9697,O*I,1,OI,Approx,Bush,Walking,Day,1,1,Near
1351,1990,9,Cradle Mtn Road,-41.58917,145.93437,O*,1,OO,Approx,Road,Driving,Night,1,1,Near
1352,1990,7,Cradle Mtn Road,-41.58917,145.93437,O,4,OO,Approx,Road,Driving,Night,1,2,Near
1353,1990,10,Cradle Mtn Road,-41.58917,145.93437,O,4,OO,Approx,Road,Driving,Night,3+,1,Far
1354,1990,12,Nietta,-41.37296,146.06799,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
1355,1990,8,Forth ,-41.1898,146.2503,O,4,OO,Approx,Road,Driving,Day,2,1,Far
1356,1991,11,Forth ,-41.1898,146.2503,O,4,OO,Approx,Road,Driving,Night,1,1,Near
1357,1990,6,Tea Tree,-42.69147,147.34386,O*I,2,OI,Approx,Bush,Driving,Day,2,2,Far
1358,1990,4,Mt Wellington,-42.92305,147.25488,O*I,1,OI,Approx,Bush,Walking,Night,1,2,Far
1359,1990,10,Maydena Toll Gate,-42.74194,146.41804,O*,3,OO,Approx,Road,Driving,Day,1,1,Far
1360,1990,4,Stony Lagoon,-41.88063,146.49911,O*I,1,OI,Approx,Road,Walking,Day,2,Unkn,Near
1361,1992,2,Coles Bay,-41.99106,148.0669,O,2,OO,Approx,Road,Driving,Night,2,1,Near
1362,1990,2,Lucaston,-42.96733,147.02592,O*,1,OO,Approx,Bush,Walking,Night,1,1,Far
1363,1989,7,Tea Tree,-42.69147,147.34386,O,3,OO,Approx,Road,Driving,Night,2,2,Far
1364,1990,5,Tea Tree,-42.69147,147.34386,O*I,2,OI,Approx,Bush,Driving,Night,2,1,Near
1365,1989,NA,Arthur / Hellyer River ,-41.21649,145.51666,OI,3,OI,Approx,Bush,Walking,Day,2,1,Near
1366,1970,1,Lake Vera,-42.27296,145.87908,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
1367,1988,1,Du Cane Hut,-41.90451,146.10223,O*I,1,OI,Approx,Bush,Walking,Night,1,2,Far
1368,1963,NA,Forester River,-41.00273,147.49844,S,5,EO,Approx,Bush,Walking,Night,1,1,Far
1370,1984,1,Little Henty River,-41.94856,145.19568,S,4,EO,Approx,Bush,Walking,Unkn,2,1,Unkn
1371,1982,NA,Luina / Waratah,-40.85239,145.36667,O,4,OO,Approx,Road,Driving,Night,1,1,Near
1372,1983,6,Luina,-40.85239,145.36667,O,5,OO,Approx,Road,Driving,Night,2,2,Near
1373,1979,NA,Waratah,-41.44451,145.53322,O*,2,OO,Approx,Road,Driving,Night,1,1,Near
1374,1984,2,D'Entrecasteaux River ,-43.50689,146.87573,S,5,EO,Approx,Road,Driving,Unkn,1,1,Near
1375,1939,NA,Corinna,-41.62695,145.07835,S,5,EO,Approx,Road,Walking,Day,1,1,Near
1376,1984,NA,Franklin River,-42.37584,145.75683,OI,3,OI,Approx,Bush,Walking,Day,1,1,Near
1377,1984,1,London Lakes,-42.18851,146.52584,O*I,2,OI,Approx,Bush,Walking,Night,2,2,Far
1379,1982,2,Saxons Creek,-41.32513,146.74382,O,3,OO,Approx,Road,Driving,Night,2,1,Near
1380,1980,10,Wattle Hill,-42.7603,147.65779,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
1381,2018,6,Queenstown-Strahan Rd,-42.15579,145.44573,O*,1,OO,Approx,Road,Driving,Day,1,1,Far
1382,1973,3,Granville Harbour,-41.81006,145.03366,O,3,OO,Approx,Bush,Walking,Night,1,1,Far
1383,1998,NA,Ben Lomond,-41.56573,147.66182,O,3,OO,Approx,Bush,Walking,Unkn,1,2,Unkn
1384,1924,NA,Mt Arrowsmith,-42.21363,146.06708,C*,5,EO,Approx,Bush,Walking,Unkn,1,1,Near
1385,1940,NA,Black Creek (north of),-42.77488,146.65447,SI,5,EI,Approx,Bush,Walking,Day,1,3+,Near
1387,1989,NA,Scotts Peak Dam,-43.03261,146.29439,O,4,OO,Precise,Road,Driving,Day,2,2,Near
1388,2007,NA,Corinna,-41.5727,145.0908,O*,2,OO,Approx,Road,Driving,Unkn,1,1,Near
1390,2009,NA,Low Rocky Point,-40.85239,145.36667,O*,2,OO,Approx,Bush,Driving,Day,3+,3+,Far
1391,1999,NA,Hastings,-43.41423,146.89125,O*,2,OO,Approx,Road,Driving,Day,2,1,Near
1392,1981,12,Central Highlands,-41.86082,146.58744,O*,2,OO,Broad,Road,Driving,Night,2,1,Far
1393,2018,6,North West,-41.11541,144.9838,O*I,2,OI,Broad,Bush,Walking,Night,3+,2,Far
1394,2018,6,North West,-41.11541,144.9838,O*,1,OO,Broad,Bush,Walking,Unkn,1,2,Unkn
1395,2019,5,South East,-43.4164,146.90914,O*I,1,OI,Broad,Bush,Walking,Day,1,Unkn,Unkn
1396,2019,2,South East,-43.4164,146.90914,O*,2,OO,Broad,Road,Driving,Day,1,1,Far
1397,2019,6,South East,-43.4164,146.90914,O,4,OO,Broad,Bush,Walking,Day,1,1,Near
1398,2019,5,North East,-41.34602,147.77863,O,3,OO,Broad,Bush,Walking,Unkn,1,1,Unkn
1399,2019,6,North East,-41.34602,147.77863,O*,2,OO,Broad,Road,Driving,Night,2,1,Far
1400,1963,NA,Tomahawk River,-40.9829,147.76207,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
1401,1997,6,Ben Lomond,-41.56573,147.66182,O,3,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1402,1911,8,Unknown locality,NA,NA,C,5,PS,Unkn,Unkn,Unkn,Unkn,Unkn,2,Unkn
1403,1915,9,Unknown locality,NA,NA,C,5,PS,Unkn,Unkn,Unkn,Unkn,Unkn,2,Unkn
1404,1917,NA,Billycock Ranges,-41.17339,147.76905,C,5,PS,Approx,Bush,Walking,Unkn,1,1,Near
1405,1924,2,North West,-41.05994,144.68335,C,5,PS,Broad,Bush,Walking,Day,1,1,Near
1406,1927,NA,North West,-41.05994,144.68335,C,5,PS,Broad,Bush,Walking,Day,1,1,Near
1407,1930,NA,Natone,-41.16448,145.92134,OI,5,OI,Approx,Bush,Walking,Day,2,1,Near
1408,1930,NA,Natone,-41.16448,145.92134,S,5,EO,Approx,Bush,Walking,Night,3+,1,Near
1409,1923,NA,Florentine Valley,-42.66901,146.47072,K,5,PS,Approx,Bush,Walking,Day,1,1,Near
1410,1925,NA,Rasselas Valley,-42.54076,146.39429,K,5,PS,Approx,Bush,Walking,Day,1,1,Near
1411,1928,NA,Mt Bowes,-42.85437,146.40775,K,5,PS,Approx,Bush,Walking,Day,1,1,Near
1412,1931,NA,Needles,-42.782,146.48431,K,5,PS,Approx,Bush,Walking,Day,1,1,Near
1413,1933,NA,South Gordon Track,-42.55058,146.28624,K,5,PS,Approx,Bush,Walking,Day,1,1,Near
1414,1950,NA,Coles Bay,-42.0832,148.23611,K*,2,OO,Approx,Road,Driving,Night,1,1,Near
1415,2009,2,Lake St Clair,-42.00316,146.09874,O,4,OO,Precise,Bush,Walking,Day,1,1,Near
1416,2018,1,Corinna,-41.65304,145.075367,O,3,OO,Precise,Road,Driving,Day,2,1,Near
1417,2018,11,Hartz Mountains,-43.24378,146.76654,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,3+,Unkn
1418,2019,7,Sleeping Beauty Mountain,-42.89583,147.14005,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Unkn
1419,2012,NA,Midlands,-42.01379,147.49199,O*,2,OO,Broad,Unkn,Unkn,Unkn,Unkn,1,Unkn
1420,1937,NA,Westbury,-41.56874,146.7238,C*,4,EO,Approx,Bush,Walking,Unkn,1,1,Near
1421,1910,NA,Spring Bay,-42.53103,147.93135,C,5,PS,Approx,Bush,Walking,Unkn,1,1,Near
1422,1911,NA,Tyenna,-42.72454,146.6759,C*,5,EO,Precise,Bush,Walking,Unkn,1,2,Near
1423,1924,8,Arthur River,-41.05263,144.66732,C,5,PS,Approx,Bush,Walking,Unkn,1,3+,Near
1424,1924,1,North Bischoff Valley,-41.40799,145.51643,S,5,EO,Precise,Bush,Walking,Day,1,1,Near
1425,1927,NA,Arthur River,-41.05263,144.66732,C,5,PS,Approx,Bush,Walking,Day,1,3+,Near
1426,1925,5,Goodrich Plain,-41.65692,145.60547,S,5,EO,Approx,Bush,Walking,Unkn,1,1,Near
1427,1938,3,Nagabeena,-40.98665,145.12179,S,5,EO,Approx,Bush,Walking,Day,1,3+,Near
1428,1910,7,Western Tiers,-41.74996,146.58128,C,5,PS,Approx,Bush,Walking,Day,1,1,Near
1429,1915,9,Gordon Tiers,-42.44824,145.58381,C,5,PS,Approx,Bush,Walking,Day,1,3+,Near
1430,1924,NA,Unknown locality,NA,NA,C,5,PS,Approx,Bush,Walking,Day,1,2,Near
